	version_1	version_2	version_3
600	8350.t00609	9629.t00611	11667.t00607
601	8350.t00610	9629.t00612	11667.t00608
602	8350.t00611	9629.t00613	11667.t00609
603	8350.t00612	9629.t00614	11667.t00610
604	8350.t00614	9629.t00616	11667.t00612
605	8350.t00615	9629.t00617	11667.t00613
606	8350.t00616	9629.t00618	11667.t00614
607	8350.t00617	9629.t00619	11667.t00615
608	8350.t00618	9629.t00620	11667.t00616
609	8350.t00619	9629.t00621	11667.t00617
610	8350.t00620	9629.t00622	11667.t00618
611	8350.t00621	9629.t00623	11667.t00619
612	8350.t00622	9629.t00624	11667.t00620
613	8350.t00623	9629.t00625	11667.t00621
614	8350.t00624	9629.t00626	11667.t00622
615	8350.t00625	9629.t00627	11667.t00623
616	8350.t00626	9629.t00628	11667.t00624
617	8350.t00627	9629.t00629	11667.t00625
618	8350.t00628	9629.t00630	11667.t00626
619	8350.t00629	9629.t00631	11667.t00627
620	8350.t00630	9629.t00632	11667.t00628
621	8350.t00631	9629.t00633	11667.t00629
622	8350.t00632	9629.t00634	11667.t00630
623	8350.t00633	9629.t00635	11667.t00631
624	8350.t00634	9629.t00636	11667.t00632
625	8350.t00635	9629.t00637	11667.t00633
626	8350.t00636	9629.t00638	11667.t00634
627	8350.t00637	9629.t00639	11667.t00635
628	8350.t00638	9629.t00640	11667.t00636
629	8350.t00639	9629.t00641	11667.t00637
630	8350.t00641	9629.t00643	11667.t00639
631	8350.t00642	9629.t00644	11667.t00640
632	8350.t00643	9629.t00645	11667.t00641
633	8350.t00644	9629.t00646	11667.t00642
634	8350.t00645	9629.t00647	11667.t00643
635	8350.t00646	9629.t00648	11667.t00644
636	8350.t00647	9629.t00649	11667.t00645
637	8350.t00648	9629.t00650	11667.t00646
638	8350.t00649	9629.t00651	11667.t00647
639	8350.t00650	9629.t00652	11667.t00648
640	8350.t00651	9629.t00653	11667.t00649
641	8350.t00652	9629.t00654	11667.t00650
642	8350.t00653	9629.t00655	11667.t00651
643	8350.t00654	9629.t00656	11667.t00652
644	8350.t00655	9629.t00657	11667.t00653
645	8350.t00656	9629.t00658	11667.t00654
646	8350.t00657	9629.t00659	11667.t00655
647	8350.t00658	9629.t00660	11667.t00656
648	8350.t00660	9629.t00661	11667.t00657
649	8350.t00661	9629.t00662	11667.t00658
650	8350.t00662	9629.t00663	11667.t00659
651	8350.t00663	9629.t00664	11667.t00660
652	8350.t00664	9629.t00665	11667.t00661
653	8350.t00665	9629.t00666	11667.t00662
654	8350.t00666	9629.t00667	11667.t00663
655	8350.t00667	9629.t00668	11667.t00664
656	8350.t00668	9629.t00669	11667.t00665
657	8350.t00669	9629.t00670	11667.t00666
658	8350.t00670	9629.t00671	11667.t00667
659	8350.t00671	9629.t00672	11667.t00668
660	8350.t00672	9629.t00673	11667.t00669
661	8350.t00673	9629.t00674	11667.t00670
662	8350.t00674	9629.t00675	11667.t00671
663	8350.t00675	9629.t00676	11667.t00672
664	8350.t00676	9629.t00677	11667.t00673
665	8350.t00677	9629.t00678	11667.t00674
666	8350.t00678	9629.t00679	11667.t00675
667	8350.t00681	9629.t00682	11667.t00678
668	8350.t00682	9629.t00683	11667.t00679
669	8350.t00683	9629.t00684	11667.t00680
670	8350.t00684	9629.t00685	11667.t00681
671	8350.t00685	9629.t00686	11667.t00682
672	8350.t00686	9629.t00687	11667.t00683
673	8350.t00687	9629.t00688	11667.t00684
674	8350.t00688	9629.t00689	11667.t00685
675	8350.t00689	9629.t00690	11667.t00686
676	8350.t00690	9629.t00691	11667.t00687
677	8350.t00691	9629.t00692	11667.t00688
678	8350.t00692	9629.t00693	11667.t00689
679	8350.t00693	9629.t00694	11667.t00690
680	8350.t00694	9629.t00696	11667.t00692
681	8350.t00695	9629.t00697	11667.t00694
682	8350.t00696	9629.t00698	11667.t00695
683	8350.t00697	9629.t00699	11667.t00696
684	8350.t00698	9629.t00700	11667.t00697
685	8350.t00699	9629.t00701	11667.t00698
686	8350.t00700	9629.t00702	11667.t00699
687	8350.t00701	9629.t00703	11667.t00700
688	8350.t00702	9629.t00704	11667.t00701
689	8350.t00703	9629.t00705	11667.t00702
690	8350.t00705	9629.t00707	11667.t00704
691	8350.t00706	9629.t00708	11667.t00705
692	8350.t00707	9629.t00709	11667.t00706
693	8350.t00708	9629.t00710	11667.t00707
694	8350.t00709	9629.t00711	11667.t00708
695	8350.t00710	9629.t00712	11667.t00709
696	8350.t00711	9629.t00713	11667.t00710
697	8350.t00712	9629.t00714	11667.t00711
698	8350.t00713	9629.t00715	11667.t00712
699	8350.t00714	9629.t00716	11667.t00713
700	8350.t00715	9629.t00717	11667.t00714
701	8350.t00716	9629.t00718	11667.t00715
702	8350.t00717	9629.t00719	11667.t00716
703	8350.t00718	9629.t00720	11667.t00717
704	8350.t00719	9629.t00721	11667.t00718
705	8350.t00720	9629.t00722	11667.t00719
706	8350.t00721	9629.t00723	11667.t00720
707	8350.t00722	9629.t00724	11667.t00721
708	8350.t00723	9629.t00725	11667.t00722
709	8350.t00724	9629.t00726	11667.t00723
710	8350.t00725	9629.t00727	11667.t00724
711	8350.t00726	9629.t00728	11667.t00725
712	8350.t00727	9629.t00729	11667.t00726
713	8350.t00728	9629.t00730	11667.t00727
714	8350.t00729	9629.t00731	11667.t00728
715	8350.t00730	9629.t00732	11667.t00729
716	8350.t00731	9629.t00733	11667.t00730
717	8350.t00732	9629.t00734	11667.t00731
718	8350.t00733	9629.t00735	11667.t00732
719	8350.t00734	9629.t00736	11667.t00733
720	8350.t00735	9629.t00737	11667.t00734
721	8350.t00736	9629.t00738	11667.t00735
722	8350.t00737	9629.t00739	11667.t00736
723	8350.t00738	9629.t00740	11667.t00737
724	8350.t00739	9629.t00741	11667.t00738
725	8350.t00740	9629.t00742	11667.t00739
726	8350.t00741	9629.t00743	11667.t00740
727	8350.t00742	9629.t00744	11667.t00741
728	8350.t00743	9629.t00745	11667.t00742
729	8350.t00744	9629.t00746	11667.t00743
730	8350.t00745	9629.t00747	11667.t00744
731	8350.t00746	9629.t00748	11667.t00745
732	8350.t00747	9629.t00749	11667.t00746
733	8350.t00748	9629.t00750	11667.t00747
734	8350.t00749	9629.t00751	11667.t00748
735	8350.t00750	9629.t00752	11667.t00749
736	8350.t00751	9629.t00753	11667.t00750
737	8350.t00752	9629.t00754	11667.t00751
738	8350.t00754	9629.t00756	11667.t00752
739	8350.t00755	9629.t00757	11667.t00753
740	8350.t00756	9629.t00758	11667.t00754
741	8350.t00757	9629.t00759	11667.t00755
742	8350.t00758	9629.t00760	11667.t00756
743	8350.t00759	9629.t00761	11667.t00757
744	8350.t00760	9629.t00762	11667.t00758
745	8350.t00761	9629.t00763	11667.t00759
746	8350.t00762	9629.t00764	11667.t00760
747	8350.t00763	9629.t00765	11667.t00761
748	8350.t00764	9629.t00766	11667.t00762
749	8350.t00765	9629.t00767	11667.t00763
750	8350.t00766	9629.t00768	11667.t00764
751	8350.t00767	9629.t00769	11667.t00765
752	8350.t00768	9629.t00770	11667.t00766
753	8350.t00769	9629.t00771	11667.t00767
754	8350.t00770	9629.t00772	11667.t00768
755	8350.t00771	9629.t00773	11667.t00769
756	8350.t00772	9629.t00774	11667.t00770
757	8350.t00773	9629.t00775	11667.t00771
758	8350.t00774	9629.t00776	11667.t00772
759	8350.t00775	9629.t00777	11667.t00773
760	8350.t00776	9629.t00778	11667.t00774
761	8350.t00777	9629.t00779	11667.t00775
762	8350.t00778	9629.t00780	11667.t00776
763	8350.t00779	9629.t00781	11667.t00777
764	8350.t00780	9629.t00782	11667.t00778
765	8350.t00781	9629.t00783	11667.t00779
766	8350.t00782	9629.t00784	11667.t00780
767	8350.t00783	9629.t00785	11667.t00781
768	8350.t00784	9629.t00786	11667.t00782
769	8350.t00785	9629.t00787	11667.t00783
770	8350.t00786	9629.t00788	11667.t00784
771	8350.t00787	9629.t00789	11667.t00785
772	8350.t00788	9629.t00790	11667.t00786
773	8350.t00789	9629.t00791	11667.t00787
774	8350.t00790	9629.t00792	11667.t00788
775	8350.t00791	9629.t00793	11667.t00789
776	8350.t00792	9629.t00794	11667.t00790
777	8350.t00793	9629.t00795	11667.t00791
778	8350.t00794	9629.t00796	11667.t00792
779	8350.t00795	9629.t00797	11667.t00793
780	8350.t00796	9629.t00798	11667.t00794
781	8350.t00797	9629.t00799	11667.t00795
782	8350.t00798	9629.t00800	11667.t00796
783	8350.t00799	9629.t00801	11667.t00797
784	8350.t00800	9629.t00802	11667.t00798
785	8350.t00801	9629.t00803	11667.t00799
786	8350.t00802	9629.t00804	11667.t00800
787	8350.t00803	9629.t00805	11667.t00801
788	8350.t00804	9629.t00806	11667.t00802
789	8350.t00805	9629.t00807	11667.t00803
790	8350.t00806	9629.t00808	11667.t00804
791	8350.t00807	9629.t00809	11667.t00805
792	8350.t00808	9629.t00810	11667.t00806
793	8350.t00809	9629.t00811	11667.t00807
794	8350.t00810	9629.t00812	11667.t00808
795	8350.t00811	9629.t00813	11667.t00809
796	8350.t00812	9629.t00814	11667.t00810
797	8350.t00813	9629.t00815	11667.t00811
798	8350.t00814	9629.t00816	11667.t00812
799	8350.t00815	9629.t00817	11667.t00813
800	8350.t00816	9629.t00818	11667.t00814
801	8350.t00817	9629.t00819	11667.t00815
802	8350.t00818	9629.t00820	11667.t00816
803	8350.t00819	9629.t00821	11667.t00817
804	8350.t00820	9629.t00822	11667.t00818
805	8350.t00821	9629.t00823	11667.t00819
806	8350.t00822	9629.t00824	11667.t00820
807	8350.t00823	9629.t00825	11667.t00821
808	8350.t00824	9629.t00826	11667.t00822
809	8350.t00825	9629.t00827	
810	8350.t00826	9629.t00828	11667.t00823
811	8350.t00827	9629.t00829	11667.t00824
812	8350.t00828	9629.t00830	11667.t00825
813	8350.t00829	9629.t00831	11667.t00826
814	8350.t00830	9629.t00833	11667.t00827
815	8350.t00831	9629.t00834	11667.t00828
816	8350.t00832	9629.t00835	11667.t00829
817	8350.t00833	9629.t00836	11667.t00830
818	8350.t00834	9629.t00837	11667.t00831
819	8350.t00835	9629.t00838	11667.t00832
820	8350.t00836	9629.t00839	11667.t00833
821	8350.t00837	9629.t00840	11667.t00834
822	8350.t00838	9629.t00841	11667.t00835
823	8350.t00839	9629.t00842	11667.t00836
824	8350.t00840	9629.t00843	11667.t00837
825	8350.t00841	9629.t00844	11667.t00838
826	8350.t00842	9629.t00845	11667.t00839
827	8350.t00843	9629.t00846	11667.t00840
828	8350.t00844	9629.t00847	11667.t00841
829	8350.t00845	9629.t00848	11667.t00842
830	8350.t00846	9629.t00849	11667.t00843
831	8350.t00847	9629.t00850	11667.t00844
832	8350.t00848	9629.t00851	11667.t00845
833	8350.t00849	9629.t00852	11667.t00846
834	8350.t00850	9629.t00853	11667.t00847
835	8350.t00851	9629.t00854	11667.t00848
836	8350.t00852	9629.t00855	11667.t00849
837	8350.t00853	9629.t00856	11667.t00850
838	8350.t00854	9629.t00857	11667.t00851
839	8350.t00855	9629.t00858	11667.t00852
840	8350.t00856	9629.t00859	11667.t00853
841	8350.t00857	9629.t00860	11667.t00854
842	8350.t00858	9629.t00861	11667.t00855
843	8350.t00859	9629.t00862	11667.t00856
844	8350.t00860	9629.t00863	11667.t00857
845	8350.t00861	9629.t00864	11667.t00858
846	8350.t00862	9629.t00865	11667.t00859
847	8350.t00863	9629.t00866	11667.t00860
848	8350.t00864	9629.t00867	11667.t00861
849	8350.t00865	9629.t00868	11667.t00862
850	8350.t00866	9629.t00869	11667.t00863
851	8350.t00867	9629.t00870	11667.t00864
852	8350.t00868	9629.t00871	11667.t00865
853	8350.t00869	9629.t00872	11667.t00866
854	8350.t00870	9629.t00873	11667.t00867
855	8350.t00871	9629.t00874	11667.t00868
856	8350.t00872	9629.t00875	11667.t00869
857	8350.t00873	9629.t00876	11667.t00870
858	8350.t00874	9629.t00877	11667.t00871
859	8350.t00875	9629.t00878	11667.t00872
860	8350.t00876	9629.t00879	11667.t00873
861	8350.t00877	9629.t00880	11667.t00874
862	8350.t00878	9629.t00881	11667.t00875
863	8350.t00879	9629.t00882	11667.t00876
864	8350.t00880	9629.t00883	11667.t00877
865	8350.t00881	9629.t00884	11667.t00878
866	8350.t00882	9629.t00885	11667.t00879
867	8350.t00883	9629.t00886	11667.t00880
868	8350.t00884	9629.t00887	11667.t00881
869	8350.t00885	9629.t00888	11667.t00882
870	8350.t00886	9629.t00889	11667.t00883
871	8350.t00887	9629.t00890	11667.t00884
872	8350.t00888	9629.t00891	11667.t00885
873	8350.t00889	9629.t00892	11667.t00886
874	8350.t00890	9629.t00893	11667.t00887
875	8350.t00891	9629.t00894	11667.t00888
876	8350.t00892	9629.t00895	11667.t00889
877	8350.t00893	9629.t00896	11667.t00890
878	8350.t00894	9629.t00897	11667.t00891
879	8350.t00895	9629.t00898	11667.t00892
880	8350.t00896	9629.t00899	11667.t00893
881	8350.t00897	9629.t00900	11667.t00894
882	8350.t00898	9629.t00901	11667.t00895
883	8350.t00899	9629.t00902	11667.t00896
884	8350.t00900	9629.t00903	11667.t00897
885	8350.t00901	9629.t00904	11667.t00898
886	8350.t00902	9629.t00905	11667.t00899
887	8350.t00903	9629.t00906	11667.t00900
888	8350.t00904	9629.t00907	11667.t00901
889	8350.t00905	9629.t00908	11667.t00902
890	8350.t00906	9629.t00909	11667.t00903
891	8350.t00907	9629.t00910	11667.t00905
892	8350.t00908	9629.t00911	11667.t00906
893	8350.t00909	9629.t00912	11667.t00907
894	8350.t00910	9629.t00913	11667.t00908
895	8350.t00911	9629.t00914	11667.t00909
896	8350.t00912	9629.t00915	11667.t00910
897	8350.t00913	9629.t00916	11667.t00911
898	8350.t00914	9629.t00917	11667.t00912
899	8350.t00915	9629.t00918	11667.t00913
900	8350.t00916	9629.t00919	11667.t00914
901	8350.t00917	9629.t00920	11667.t00915
902	8350.t00918	9629.t00921	11667.t00916
903	8350.t00919	9629.t00922	11667.t00917
904	8350.t00920	9629.t00923	11667.t00918
905	8350.t00921	9629.t00924	11667.t00919
906	8350.t00922	9629.t00925	11667.t00920
907	8350.t00923	9629.t00926	11667.t00921
908	8350.t00924	9629.t00927	11667.t00922
909	8350.t00925	9629.t00928	11667.t00923
910	8350.t00926	9629.t00929	11667.t00924
911	8350.t00927	9629.t00930	11667.t00925
912	8350.t00928	9629.t00931	11667.t00926
913	8350.t00929	9629.t00932	11667.t00927
914	8350.t00930	9629.t00933	11667.t00928
915	8350.t00931	9629.t00934	11667.t00929
916	8350.t00932	9629.t00935	11667.t00930
917	8350.t00933	9629.t00936	11667.t00931
918	8350.t00934	9629.t00937	11667.t00932
919	8350.t00935	9629.t00938	11667.t00933
920	8350.t00936	9629.t00939	11667.t00934
921	8350.t00937	9629.t00940	11667.t00935
922	8350.t00938	9629.t00941	11667.t00936
923	8350.t00939	9629.t00942	11667.t00937
924	8350.t00940	9629.t00943	11667.t00938
925	8350.t00941	9629.t00944	11667.t00939
926	8350.t00942	9629.t00945	11667.t00940
927	8350.t00943	9629.t00946	11667.t00941
928	8350.t00944	9629.t00947	11667.t00942
929	8350.t00945	9629.t00948	11667.t00943
930	8350.t00946	9629.t00949	11667.t00944
931	8350.t00947	9629.t00950	11667.t00945
932	8350.t00948	9629.t00951	11667.t00946
933	8350.t00949	9629.t00952	11667.t00947
934	8350.t00950	9629.t00953	11667.t00948
935	8350.t00951	9629.t00954	11667.t00949
936	8350.t00952	9629.t00955	11667.t00950
937	8350.t00953	9629.t00956	11667.t00951
938	8350.t00955	9629.t00958	11667.t00952
939	8350.t00956	9629.t00959	11667.t00953
940	8350.t00957	9629.t00960	11667.t00954
941	8350.t00958	9629.t00961	11667.t00955
942	8350.t00959	9629.t00962	11667.t00956
943	8350.t00960	9629.t00963	11667.t00957
944	8350.t00961	9629.t00964	11667.t00958
945	8350.t00962	9629.t00965	11667.t00959
946	8350.t00963	9629.t00966	11667.t00960
947	8350.t00964	9629.t00967	11667.t00961
948	8350.t00965	9629.t00968	11667.t00962
949	8350.t00966	9629.t00969	11667.t00963
950	8350.t00967	9629.t00970	11667.t00964
951	8350.t00968	9629.t00971	11667.t00965
952	8350.t00969	9629.t00972	11667.t00966
953	8350.t00970	9629.t00973	11667.t00967
954	8350.t00971	9629.t00974	11667.t00968
955	8350.t00972	9629.t00975	11667.t00969
956	8350.t00973	9629.t00976	11667.t00970
957	8350.t00974	9629.t00977	11667.t00971
958	8350.t00975	9629.t00978	11667.t00972
959	8350.t00976	9629.t00979	11667.t00973
960	8350.t00977	9629.t00980	11667.t00974
961	8350.t00978	9629.t00981	11667.t00975
962	8350.t00979	9629.t00982	11667.t00976
963	8350.t00980	9629.t00983	11667.t00977
964	8350.t00981	9629.t00984	11667.t00978
965	8350.t00982	9629.t00985	11667.t00979
966	8350.t00983	9629.t00986	11667.t00980
967	8350.t00984	9629.t00987	11667.t00981
968	8350.t00985	9629.t00988	11667.t00982
969	8350.t00986	9629.t00989	11667.t00983
970	8350.t00987	9629.t00990	11667.t00984
971	8350.t00988	9629.t00991	11667.t00985
972	8350.t00989	9629.t00992	11667.t00986
973	8350.t00990	9629.t00993	11667.t00987
974	8350.t00991	9629.t00994	11667.t00988
975	8350.t00992	9629.t00995	11667.t00989
976	8350.t00993	9629.t00996	11667.t00990
977	8350.t00994	9629.t00997	11667.t00991
978	8350.t00995	9629.t00998	11667.t00992
979	8350.t00997	9629.t01000	11667.t00994
980	8350.t00998	9629.t01001	11667.t00995
981	8350.t00999	9629.t01002	11667.t00996
982	8350.t01000	9629.t01003	11667.t00997
983	8350.t01001	9629.t01004	11667.t00998
984	8350.t01002	9629.t01005	11667.t00999
985	8350.t01003	9629.t01006	11667.t01000
986	8350.t01004	9629.t01007	11667.t01001
987	8350.t01005	9629.t01008	11667.t01002
988	8350.t01006	9629.t01009	11667.t01003
989	8350.t01007	9629.t01010	11667.t01004
990	8350.t01008	9629.t01011	11667.t01005
991	8350.t01009	9629.t01012	11667.t01006
992	8350.t01010	9629.t01013	11667.t01007
993	8350.t01011	9629.t01014	11667.t01008
994	8350.t01012	9629.t01015	11667.t01009
995	8350.t01013	9629.t01016	11667.t01010
996	8350.t01014	9629.t01017	11667.t01011
997	8350.t01015	9629.t01018	11667.t01012
998	8350.t01016	9629.t01019	11667.t01013
999	8350.t01017	9629.t01020	11667.t01014
1000	8350.t01018	9629.t01021	11667.t01015
1001	8350.t01019	9629.t01022	11667.t01016
1002	8350.t01020	9629.t01023	11667.t01017
1003	8350.t01021	9629.t01024	11667.t01018
1004	8350.t01022	9629.t01025	11667.t01019
1005	8350.t01023	9629.t01026	11667.t01020
1006	8350.t01024	9629.t01027	11667.t01021
1007	8350.t01025	9629.t01028	11667.t01022
1008	8350.t01026	9629.t01029	11667.t01023
1009	8350.t01027	9629.t01030	11667.t01024
1010	8350.t01028	9629.t01031	11667.t01025
1011	8350.t01029	9629.t01032	11667.t01026
1012	8350.t01030	9629.t01033	11667.t01027
1013	8350.t01031	9629.t01034	11667.t01028
1014	8350.t01032	9629.t01035	11667.t01029
1015	8350.t01033	9629.t01036	11667.t01030
1016	8350.t01034	9629.t01037	11667.t01031
1017	8350.t01035	9629.t01038	11667.t01032
1018	8350.t01036	9629.t01039	11667.t01033
1019	8350.t01037	9629.t01040	11667.t01034
1020	8350.t01038	9629.t01041	11667.t01035
1021	8350.t01039	9629.t01042	11667.t01036
1022	8350.t01040	9629.t01043	11667.t01037
1023	8350.t01041	9629.t01044	11667.t01038
1024	8350.t01042	9629.t01045	11667.t01039
1025	8350.t01043	9629.t01046	11667.t01040
1026	8350.t01044	9629.t01047	11667.t01041
1027	8350.t01045	9629.t01048	11667.t01042
1028	8350.t01046	9629.t01049	11667.t01043
1029	8350.t01047	9629.t01050	11667.t01044
1030	8350.t01048	9629.t01051	11667.t01045
1031	8350.t01049	9629.t01052	11667.t01046
1032	8350.t01050	9629.t01053	11667.t01047
1033	8350.t01051	9629.t01054	11667.t01048
1034	8350.t01052	9629.t01055	11667.t01049
1035	8350.t01053	9629.t01056	11667.t01050
1036	8350.t01054	9629.t01057	11667.t01051
1037	8350.t01055	9629.t01058	11667.t01052
1038	8350.t01056	9629.t01059	11667.t01053
1039	8350.t01057	9629.t01060	11667.t01054
1040	8350.t01058	9629.t01061	11667.t01055
1041	8350.t01059	9629.t01062	11667.t01056
1042	8350.t01060	9629.t01063	11667.t01057
1043	8350.t01061	9629.t01064	11667.t01058
1044	8350.t01062	9629.t01065	11667.t01059
1045	8350.t01063	9629.t01066	11667.t01060
1046	8350.t01064	9629.t01067	11667.t01061
1047	8350.t01065	9629.t01068	11667.t01062
1048	8350.t01066	9629.t01069	11667.t01063
1049	8350.t01067	9629.t01070	11667.t01064
1050	8350.t01068	9629.t01071	11667.t01065
1051	8350.t01069	9629.t01072	11667.t01066
1052	8350.t01070	9629.t01073	11667.t01067
1053	8350.t01071	9629.t01074	11667.t01068
1054	8350.t01072	9629.t01075	11667.t01069
1055	8350.t01073	9629.t01076	11667.t01070
1056	8350.t01074	9629.t01077	11667.t01071
1057	8350.t01075	9629.t01078	11667.t01072
1058	8350.t01076	9629.t01079	11667.t01073
1059	8350.t01077	9629.t01080	11667.t01074
1060	8350.t01078	9629.t01081	11667.t01075
1061	8350.t01079	9629.t01082	11667.t01076
1062	8350.t01080	9629.t01083	11667.t01077
1063	8350.t01081	9629.t01084	11667.t01078
1064	8350.t01082	9629.t01085	11667.t01079
1065	8350.t01083	9629.t01086	11667.t01080
1066	8350.t01084	9629.t01087	11667.t01081
1067	8350.t01085	9629.t01088	11667.t01082
1068	8350.t01086	9629.t01089	11667.t01083
1069	8350.t01087	9629.t01090	11667.t01084
1070	8350.t01088	9629.t01091	11667.t01085
1071	8350.t01090	9629.t01093	11667.t01086
1072	8350.t01091	9629.t01094	11667.t01087
1073	8350.t01092	9629.t01095	11667.t01088
1074	8350.t01093	9629.t01096	11667.t01089
1075	8350.t01094	9629.t01097	11667.t01090
1076	8350.t01095	9629.t01098	11667.t01091
1077	8350.t01096	9629.t01099	11667.t01092
1078	8350.t01097	9629.t01100	11667.t01093
1079	8350.t01098	9629.t01101	11667.t01094
1080	8350.t01099	9629.t01102	11667.t01095
1081	8350.t01101	9629.t01104	11667.t01097
1082	8350.t01102	9629.t01105	11667.t01098
1083	8350.t01103	9629.t01106	11667.t01099
1084	8350.t01104	9629.t01107	11667.t01100
1085	8350.t01105	9629.t01108	11667.t01101
1086	8350.t01106	9629.t01109	11667.t01102
1087	8350.t01107	9629.t01110	11667.t01103
1088	8350.t01108	9629.t01111	11667.t01104
1089	8350.t01109	9629.t01112	11667.t01105
1090	8350.t01110	9629.t01113	11667.t01106
1091	8350.t01111	9629.t01114	11667.t01107
1092	8350.t01112	9629.t01115	11667.t01108
1093	8350.t01113	9629.t01116	11667.t01109
1094	8350.t01114	9629.t01117	11667.t01110
1095	8350.t01115	9629.t01118	11667.t01111
1096	8350.t01116	9629.t01119	11667.t01112
1097	8350.t01117	9629.t01120	11667.t01113
1098	8350.t01118	9629.t01121	11667.t01114
1099	8350.t01119	9629.t01122	11667.t01115
